Supplier,Supply,Product Name,Terminal,Price,Volume Type,Effective Date,Effective Time
MPC,Wood River HWRT,2B17UR,Wood River HWRT,2.1995,N/A,04/25/25,18:00
MPC,Wood River HWRT,B14,Wood River HWRT,2.182,N/A,04/25/25,18:00
MPC,Wood River HWRT,B14 Dyed,Wood River HWRT,2.187,N/A,04/25/25,18:00
MPC,Wood River HWRT,RFG87E,Wood River HWRT,2.1415,N/A,04/25/25,18:00
MPC,Wood River HWRT,RFG93E,Wood River HWRT,2.9915,N/A,04/25/25,18:00
MPC,Wood River HWRT,87E10,Wood River HWRT,2.095,N/A,04/25/25,18:00
MPC,Wood River HWRT,93E10,Wood River HWRT,3.02,N/A,04/25/25,18:00
MPC,Wood River HWRT,Diesel,Wood River HWRT,2.118,N/A,04/25/25,18:00
MPC,Wood River HWRT,Dyed,Wood River HWRT,2.123,N/A,04/25/25,18:00
MPC,Wood River HWRT,B11,Wood River HWRT,2.1695,N/A,04/25/25,18:00
MPC,Wood River HWRT,B11Dyed,Wood River HWRT,2.1745,N/A,04/25/25,18:00
MPC,Wood River HWRT,B20 ULSD,Wood River HWRT,2.209,N/A,04/25/25,18:00
MPC,Wood River HWRT,B20 Dyed,Wood River HWRT,2.214,N/A,04/25/25,18:00
P66,Cahokia P66 - Net,RFG87E,Cahokia P66 - Net,2.059,N/A,04/25/25,18:00
P66,Cahokia P66 - Net,RFG93E,Cahokia P66 - Net,2.2145,N/A,04/25/25,18:00
P66,Cahokia P66 - Net,87E10,Cahokia P66 - Net,2.0415,N/A,04/25/25,18:00
P66,Cahokia P66 - Net,91E10,Cahokia P66 - Net,2.4888,N/A,04/25/25,18:00
P66,Cahokia P66 - Net,93E10,Cahokia P66 - Net,2.4888,N/A,04/25/25,18:00
P66,Cahokia P66 - Net,Diesel,Cahokia P66 - Net,2.1098,N/A,04/25/25,18:00
P66,Cahokia P66 - Net,Dyed,Cahokia P66 - Net,2.1133,N/A,04/25/25,18:00
P66,Harristown BK - Gross,2B17UL,Harristown BK - Gross,2.1373,N/A,04/25/25,18:00
P66,Harristown BK - Gross,2B17UR,Harristown BK - Gross,2.1408,N/A,04/25/25,18:00
P66,Harristown BK - Gross,B14,Harristown BK - Gross,2.1373,N/A,04/25/25,18:00
P66,Harristown BK - Gross,B14 Dyed,Harristown BK - Gross,2.1408,N/A,04/25/25,18:00
P66,Harristown BK - Gross,87E10,Harristown BK - Gross,2.0465,N/A,04/25/25,18:00
P66,Harristown BK - Gross,93E10,Harristown BK - Gross,2.4853,N/A,04/25/25,18:00
P66,Harristown BK - Gross,Diesel,Harristown BK - Gross,2.1088,N/A,04/25/25,18:00
P66,Harristown BK - Gross,Dyed,Harristown BK - Gross,2.1123,N/A,04/25/25,18:00
P66,Harristown BK - Gross,B11,Harristown BK - Gross,2.1373,N/A,04/25/25,18:00
P66,Harristown BK - Gross,B11Dyed,Harristown BK - Gross,2.1408,N/A,04/25/25,18:00
P66,Harristown BK - Gross,B20 ULSD,Harristown BK - Gross,2.1323,N/A,04/25/25,18:00
P66,Harristown BK - Gross,B20 Dyed,Harristown BK - Gross,2.1358,N/A,04/25/25,18:00
P66,Hartford P66 - Net,2B17UL,Hartford P66 - Net,2.1123,N/A,04/25/25,18:00
JDS/STL/JDS,,RFG87E,,2.08,,04/26/25,00:01
Luke Oil Company,FH-MG-BETTNDORF-RACK,87E10,FH-MG-BETTENDORF-IA,2.0655,,04/25/25,17:00
Luke Oil Company,FH-MG-BETTNDORF-RACK,89E10,FH-MG-BETTENDORF-IA,2.2304,,04/25/25,17:00
Luke Oil Company,FH-MG-BETTNDORF-RACK,91E10,FH-MG-BETTENDORF-IA,2.579,,04/25/25,17:00
Luke Oil Company,FH-MG-BETTNDORF-RACK,93E10,FH-MG-BETTENDORF-IA,2.659,,04/25/25,17:00
Luke Oil Company,FH-MG-BETTNDORF-RACK,Rec Gas 91,FH-MG-BETTENDORF-IA,2.6851,,04/25/25,17:00
Luke Oil Company,FH-MG-BETTNDORF-RACK,#2ULSClear,FH-MG-BETTENDORF-IA,2.33,,04/25/25,17:00
Luke Oil Company,FH-MG-BETTNDORF-RACK,#2ULSDyed,FH-MG-BETTENDORF-IA,2.334,,04/25/25,17:00
Luke Oil Company,FH-MG-KC-RACK,87E10,FH-MG-KANSAS CITY-KS,2.0915,,04/25/25,17:00
Luke Oil Company,FH-MG-KC-RACK,89E10,FH-MG-KANSAS CITY-KS,2.244,,04/25/25,17:00
Luke Oil Company,FH-MG-KC-RACK,91E10,FH-MG-KANSAS CITY-KS,2.527,,04/25/25,17:00
Luke Oil Company,FH-MG-KC-RACK,93E10,FH-MG-KANSAS CITY-KS,2.607,,04/25/25,17:00
Luke Oil Company,FH-MG-KC-RACK,Rec Gas 91,FH-MG-KANSAS CITY-KS,2.7975,,04/25/25,17:00
Luke Oil Company,FH-MG-KC-RACK,#2ULSDyed,FH-MG-KANSAS CITY-KS,2.3008,,04/25/25,17:00
Luke Oil Company,FH-MG-KC-RACK,#1ULS CLR,FH-MG-KANSAS CITY-KS,2.5968,,04/25/25,17:00
Luke Oil Company,FH-MG-KC-RACK,#1ULS DYED,FH-MG-KANSAS CITY-KS,2.6008,,04/25/25,17:00
Luke Oil Company,GMK-MG-KS CITY-RACK,87E10,GMK-MG-KANSAS CITY-KS,2.0654,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,89E10,GMK-MG-KANSAS CITY-KS,2.2954,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,91E10,GMK-MG-KANSAS CITY-KS,2.4629,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,93E10,GMK-MG-KANSAS CITY-KS,2.6129,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,Rec Gas 87,GMK-MG-KANSAS CITY-KS,2.4705,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,Rec Gas 91,GMK-MG-KANSAS CITY-KS,2.7917,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,#2ULSDyed,GMK-MG-KANSAS CITY-KS,2.2792,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,#2ULSWB,GMK-MG-KANSAS CITY-KS,2.2845,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,#2ULSWBDye,GMK-MG-KANSAS CITY-KS,2.2885,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,#1ULS CLR,GMK-MG-KANSAS CITY-KS,2.5038,,04/25/25,18:00
Luke Oil Company,GMK-MG-KS CITY-RACK,#1ULS DYED,GMK-MG-KANSAS CITY-KS,2.5078,,04/25/25,18:00
Luke Oil Company,SC-HEP-KC RACK,87E10,SINCLAIR-HEP-KANSAS CITY-KS,2.1267,,04/25/25,18:01
Luke Oil Company,SC-HEP-KC RACK,91E10,SINCLAIR-HEP-KANSAS CITY-KS,2.5771,,04/25/25,18:01
Luke Oil Company,SC-HEP-KC RACK,93E10,SINCLAIR-HEP-KANSAS CITY-KS,2.6771,,04/25/25,18:01
Luke Oil Company,SC-HEP-KC RACK,#2ULSClear,SINCLAIR-HEP-KANSAS CITY-KS,2.3036,,04/25/25,18:00
Luke Oil Company,SC-HEP-KC RACK,#2ULSDyed,SINCLAIR-HEP-KANSAS CITY-KS,2.3078,,04/25/25,18:00
Luke Oil Company,SC-HEP-KC RACK,#1ULS CLR,SINCLAIR-HEP-KANSAS CITY-KS,2.532,,04/25/25,18:00
Luke Oil Company,SC-HEP-KC RACK,#1ULS DYED,SINCLAIR-HEP-KANSAS CITY-KS,2.5362,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,87E10,VALERO-MG-KS CITY-KS,2.0316,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,89E10,VALERO-MG-KS CITY-KS,2.2166,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,91E10,VALERO-MG-KS CITY-KS,2.3466,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,Rec Gas 87,VALERO-MG-KS CITY-KS,2.4316,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,#2ULSClear,VALERO-MG-KS CITY-KS,2.2822,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,#2ULSDyed,VALERO-MG-KS CITY-KS,2.2857,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,#2ULSWB,VALERO-MG-KS CITY-KS,2.2922,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,#2ULSWBDye,VALERO-MG-KS CITY-KS,2.2957,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,#1ULS CLR,VALERO-MG-KS CITY-KS,2.5024,,04/25/25,18:00
Luke Oil Company,VL-MG-KS CITY-RACK,#1ULS DYED,VALERO-MG-KS CITY-KS,2.5059,,04/25/25,18:00
By-Lo Oil Company,IL Wood River - KMEP,ULSD,IL Wood River - KMEP,2.1075,N/A,04/26/25,00:01
By-Lo Oil Company,IL Wood River - KMEP,ULSD Dyed,IL Wood River - KMEP,2.1115,N/A,04/26/25,00:01
By-Lo Oil Company,IL Wood River - KMEP,Unl87 RFG 10%,IL Wood River - KMEP,2.055,N/A,04/26/25,00:01
By-Lo Oil Company,IL Wood River - KMEP,Pre93 RFG 10%,IL Wood River - KMEP,2.355,N/A,04/26/25,00:01
By-Lo Oil Company,"IL, Cahokia, PSX",87E10,"IL, Cahokia, PSX",9.0,N/A,04/26/25,00:01
By-Lo Oil Company,"IL, Cahokia, PSX",93E10,"IL, Cahokia, PSX",9.45,N/A,04/26/25,00:01
By-Lo Oil Company,"IL, Cahokia, PSX",ULSD,"IL, Cahokia, PSX",2.085,N/A,04/26/25,00:01
By-Lo Oil Company,"IL, Cahokia, PSX",ULSD Dyed,"IL, Cahokia, PSX",2.089,N/A,04/26/25,00:01
By-Lo Oil Company,"IA, Bettendorf, MG, Marathon",87E10,"IA, Bettendorf, MG, Marathon",2.0655,N/A,04/26/25,00:01
By-Lo Oil Company,"IA, Bettendorf, MG, Marathon",ULSD,"IA, Bettendorf, MG, Marathon",2.3285,N/A,04/26/25,00:01
